200	0.4089	        3.52629
205	0.33933	        3.6684
210	0.26682	        3.81234
215	0.17441	        3.93413
220	0.09493	        4.05441
225	0.03295	        4.17772
230	-0.07701	4.30888
235	-0.16656	4.44977
240	-0.27598	4.60555
245	-0.39377	4.76025
250	-0.54887	4.93723
255	-0.71176	5.13441
260	-0.79329	5.33713
265	-0.78718	5.5801
270	-0.76186	5.84631
275	-0.71846	6.08054
280	-0.69405	6.28723
285	-0.63207	6.48792
290	-0.56305	6.66696
295	-0.52605	6.8071
300	-0.44384	6.9096
305	-0.37545	6.97675
310	-0.32216	7.01256
315	-0.26991	7.00892
320	-0.22961	6.96762
325	-0.206	        6.87494
330	-0.2113	        6.78244
335	-0.22649	6.69039
340	-0.25976	6.59956
345	-0.29503	6.51463
350	-0.34544	6.46922
355	-0.39781	6.42799
360	-0.46211	6.40875
365	-0.52873	6.39247
370	-0.63477	6.42685
375	-0.74144	6.4605
380	-0.82534	6.4715
385	-0.90562	6.47844
390	-0.97203	6.4827
395	-1.02448	6.4845
400	-1.07697	6.4861
405	-1.10727	6.45622
410	-1.13743	6.42632
415	-1.15666	6.39016
420	-1.15487	6.34199
425	-1.15306	6.29401
430	-1.15779	6.21694
435	-1.16884	6.11127
440	-1.17953	6.00644
445	-1.21247	5.8546
450	-1.27202	5.64422
455	-1.32875	5.43678
460	-1.38955	5.22768
465	-1.48234	4.99744
470	-1.57013	4.77013
475	-1.65291	4.54576
480	-1.83818	4.28728
485	-2.07669	4.00343
490	-2.30075	3.71562
495	-2.51035	3.42382
500	-2.86175	3.24122
505	-3.24439	3.06478
510	-3.62512	2.86821
515	-4.00392	2.65151
520	-4.43475	2.51916
525	-4.90176	2.41839
530	-5.382	        2.30053
535	-5.87547	2.16557
540	-6.35642	2.0342
545	-6.73069	1.98676
550	-7.11382	1.93389
555	-7.50581	1.87558
560	-7.90666	1.81183
565	-8.32842	1.75462
570	-8.79178	1.72365
575	-9.26681	1.68864
580	-9.7535	        1.64958
585	-10.25186	1.60647
590	-10.76188	1.55932
595	-11.28109	1.54492
600	-11.81198	1.53144
605	-12.35477	1.51576
610	-12.90947	1.49787
615	-13.47607	1.47777
620	-14.05455	1.45589
625	-14.64389	1.45313
630	-15.2452	1.44905
635	-15.85848	1.44363
640	-16.48373	1.43689
645	-17.12095	1.42883
650	-17.77014	1.41943
655	-18.48152	1.42491
660	-19.26234	1.44736
665	-20.05929	1.46952
670	-20.87236	1.49138
675	-21.70155	1.51295
680	-22.54685	1.53421
685	-23.40828	1.55518
690	-24.23397	1.5773
695	-24.9073	1.60397
700	-25.58986	1.63078
705	-26.28163	1.65773
710	-26.98263	1.68481
715	-27.69284	1.71202
720	-28.41228	1.73937
725	-29.14094	1.76685
730	-29.86045	1.79483
735	-30.47465	1.8253
740	-31.0951	1.85602
745	-31.72181	1.88698
750	-32.35476	1.91819
755	-32.99397	1.94964
760	-33.63943	1.98134
765	-34.29114	2.01328
770	-34.9491	2.04547
775	-35.6122	2.07793
780	-36.22638	2.11208
785	-36.84581	2.1465
790	-37.47049	2.1812
795	-38.10042	2.21618
800	-38.73561	2.25143
805	-39.37604	2.28697
810	-40.02173	2.32278
815	-40.67266	2.35887
820	-41.32885	2.39524
825	-41.99029	2.43188
830	-42.57041	2.47083
835	-43.11353	2.51105
840	-43.66009	2.55157
845	-44.21009	2.5924
850	-44.76353	2.63354
855	-45.32041	2.67499
860	-45.88074	2.71676
865	-46.4445	2.75883
870	-47.01171	2.80121
875	-47.58236	2.8439
880	-48.15646	2.8869
885	-48.73399	2.93021
890	-49.33713	2.97505
895	-49.94701	3.02038
900	-50.56064	3.06604
905	-51.17802	3.11204
910	-51.79914	3.15837
915	-52.42401	3.20502
920	-53.05262	3.25201
925	-53.68498	3.29933
930	-54.32109	3.34698
935	-54.96094	3.39496
940	-55.60453	3.44327
945	-56.25187	3.49191
950	-56.90296	3.54089
955	-57.53609	3.59094
960	-58.11064	3.64346
965	-58.68804	3.69633
970	-59.26829	3.74954
975	-59.85139	3.8031
980	-60.43735	3.857
985	-61.02616	3.91124
990	-61.61782	3.96582
995	-62.21233	4.02075
1000	-62.80969	4.07602
